order_id,customer_id,age,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,order_date,unit_price,quantity,purchase_frequency,preferred_category,product_name,category,gender,TotalSpend
ORD5922,CUST1922,68,PROD1122,Canada,12/1/2020,4/23/2021,2,cancelled,5/3/2023,141.79,8,17,Clothing,Lamp,Home,Female,1134.32
ORD5923,CUST1923,44,PROD1123,USA,4/5/2021,3/2/2022,4,active,6/10/2024,316.21,6,22,Sports,Basketball,Sports,Male,1897.2599999999998
ORD5924,CUST1924,66,PROD1124,UK,5/27/2021,5/8/2025,1,active,5/7/2025,253.96,1,37,Clothing,Blender,Home,Female,253.96
ORD5925,CUST1925,33,PROD1125,India,1/18/2023,1/30/2024,0,paused,7/23/2025,314.54,1,39,Electronics,Dining Table,Home,Female,314.54
ORD5926,CUST1926,44,PROD1126,UK,4/8/2021,3/24/2023,4,active,11/11/2023,183.6,7,30,Clothing,Headphones,Electronics,Other,1285.2
ORD5927,CUST1927,54,PROD1127,Germany,9/28/2020,9/10/2023,3,paused,5/23/2023,326.2,5,16,Home,Refrigerator,Home,Female,1631.0
ORD5928,CUST1928,19,PROD1128,India,10/31/2020,6/13/2023,1,paused,4/19/2023,203.29,9,8,Electronics,Conditioner,Beauty,Male,1829.61
ORD5929,CUST1929,21,PROD1129,UK,10/15/2021,5/1/2022,0,active,4/18/2024,287.98,4,38,Electronics,Jeans,Clothing,Other,1151.92
ORD5930,CUST1930,42,PROD1130,Pakistan,4/22/2023,10/14/2023,3,active,9/8/2024,1187.15,1,37,Beauty,Vacuum Cleaner,Home,Female,1187.15
ORD5931,CUST1931,31,PROD1131,USA,6/18/2021,9/15/2024,1,active,3/25/2024,41.26,2,43,Electronics,Tennis Racket,Sports,Female,82.52
ORD5932,CUST1932,25,PROD1132,UK,9/7/2020,5/14/2025,5,active,6/26/2021,442.11,4,32,Sports,Shampoo,Beauty,Male,1768.44
ORD5933,CUST1933,21,PROD1133,Canada,9/8/2021,1/27/2025,0,active,6/30/2022,157.4,7,45,Sports,Lipstick,Beauty,Male,1101.8
ORD5934,CUST1934,30,PROD1134,USA,3/5/2022,4/8/2025,0,active,8/9/2024,840.86,2,21,Home,Tennis Racket,Sports,Female,1681.72
ORD5935,CUST1935,43,PROD1135,Canada,10/23/2022,5/5/2024,3,paused,8/21/2024,267.94,6,40,Sports,Refrigerator,Home,Female,1607.6399999999999
ORD5936,CUST1936,40,PROD1136,UK,1/24/2022,9/16/2023,5,active,3/20/2025,221.07,8,27,Clothing,Sofa,Home,Male,1768.56
ORD5937,CUST1937,52,PROD1137,Germany,4/15/2021,6/22/2024,0,cancelled,6/2/2025,198.6,4,47,Electronics,Shirt,Clothing,Male,794.4
ORD5938,CUST1938,69,PROD1138,Canada,12/5/2020,4/30/2022,1,active,8/8/2022,1782.82,1,47,Sports,Dumbbells,Sports,Female,1782.82
ORD5939,CUST1939,45,PROD1139,Pakistan,3/18/2022,7/21/2022,3,cancelled,5/18/2025,246.91,7,25,Home,Tablet,Electronics,Male,1728.37
ORD5940,CUST1940,26,PROD1140,Pakistan,7/8/2021,2/26/2023,0,paused,10/11/2024,41.5,7,7,Electronics,Cricket Bat,Sports,Male,290.5
ORD5941,CUST1941,27,PROD1141,USA,11/6/2022,6/29/2024,3,active,8/2/2023,49.54,5,2,Electronics,Cricket Bat,Sports,Male,247.7
ORD5942,CUST1942,56,PROD1142,UK,5/6/2022,1/21/2024,1,active,5/18/2025,394.99,5,35,Home,Jacket,Clothing,Female,1974.95
ORD5943,CUST1943,38,PROD1143,Germany,3/13/2023,4/4/2023,0,active,9/4/2023,117.48,6,47,Home,Yoga Mat,Sports,Female,704.88
ORD5944,CUST1944,33,PROD1144,India,2/21/2021,3/16/2024,5,cancelled,6/8/2021,262.89,4,14,Home,Football,Sports,Male,1051.56
ORD5945,CUST1945,19,PROD1145,Canada,4/5/2022,12/7/2022,0,paused,9/22/2022,113.64,9,17,Electronics,Foundation,Beauty,Male,1022.76
ORD5946,CUST1946,44,PROD1146,Germany,7/18/2023,1/18/2024,1,paused,5/17/2025,871.85,2,23,Electronics,Dress,Clothing,Female,1743.7
ORD5947,CUST1947,69,PROD1147,USA,5/31/2022,6/22/2022,5,active,2/26/2023,470.37,3,37,Electronics,Laptop,Electronics,Male,1411.1100000000001
ORD5948,CUST1948,39,PROD1148,USA,12/11/2020,6/7/2021,5,active,7/24/2021,349.45,5,22,Electronics,Cycling Helmet,Sports,Male,1747.25
ORD5949,CUST1949,67,PROD1149,India,10/20/2021,7/25/2022,0,paused,11/27/2023,246.71,6,12,Clothing,Perfume,Beauty,Female,1480.26
ORD5950,CUST1950,22,PROD1150,Germany,4/9/2023,4/22/2024,2,active,3/27/2025,219.88,4,48,Clothing,Skirt,Clothing,Male,879.52
ORD5951,CUST1951,57,PROD1151,Canada,9/9/2022,9/2/2023,5,active,10/11/2022,38.9,7,48,Sports,Vacuum Cleaner,Home,Female,272.3
ORD5952,CUST1952,18,PROD1152,Pakistan,8/27/2022,8/14/2023,5,active,4/24/2024,235.66,6,9,Clothing,Foundation,Beauty,Male,1413.96
ORD5953,CUST1953,30,PROD1153,Canada,4/13/2021,4/13/2025,1,active,11/20/2024,1880.02,1,48,Clothing,Blender,Home,Female,1880.02
ORD5954,CUST1954,64,PROD1154,Pakistan,6/15/2023,12/21/2024,4,cancelled,12/25/2024,55.52,9,42,Sports,Cricket Bat,Sports,Male,499.68
ORD5955,CUST1955,45,PROD1155,USA,4/11/2023,2/9/2025,1,active,6/18/2023,73.02,6,21,Beauty,Perfume,Beauty,Female,438.12
ORD5956,CUST1956,58,PROD1156,Pakistan,11/28/2021,3/27/2025,3,active,2/8/2023,1802.85,1,37,Electronics,T-Shirt,Clothing,Male,1802.85
ORD5957,CUST1957,21,PROD1157,Pakistan,10/12/2021,10/27/2021,5,cancelled,11/8/2023,778.38,2,28,Home,Sneakers,Clothing,Male,1556.76
ORD5958,CUST1958,22,PROD1158,Pakistan,1/27/2022,9/29/2024,3,cancelled,11/30/2024,128.14,9,9,Home,Bluetooth Speaker,Electronics,Female,1153.2599999999998
ORD5959,CUST1959,36,PROD1159,Germany,8/2/2021,7/8/2022,3,active,12/2/2023,175.21,7,5,Electronics,Basketball,Sports,Female,1226.47
ORD5960,CUST1960,24,PROD1160,India,10/3/2020,3/15/2025,4,cancelled,9/16/2023,178.84,3,34,Sports,Basketball,Sports,Male,536.52
ORD5961,CUST1961,65,PROD1161,Canada,1/21/2022,8/13/2022,1,active,4/24/2024,100.8,6,38,Beauty,Dining Table,Home,Female,604.8
ORD5962,CUST1962,56,PROD1162,USA,10/31/2021,7/25/2025,0,active,8/19/2024,469.18,3,12,Electronics,Smartwatch,Electronics,Male,1407.54
ORD5963,CUST1963,21,PROD1163,India,9/26/2022,5/19/2023,1,cancelled,7/25/2023,395.18,5,7,Home,Sneakers,Clothing,Male,1975.9
ORD5964,CUST1964,39,PROD1164,Canada,11/14/2022,5/1/2025,3,active,11/1/2024,66.9,7,5,Electronics,T-Shirt,Clothing,Female,468.30000000000007
ORD5965,CUST1965,39,PROD1165,Pakistan,11/4/2021,12/21/2023,3,cancelled,2/3/2022,228.96,7,11,Electronics,Sneakers,Clothing,Female,1602.72
ORD5966,CUST1966,29,PROD1166,USA,5/13/2021,2/19/2024,2,paused,4/6/2023,150.3,5,44,Sports,Perfume,Beauty,Male,751.5
ORD5967,CUST1967,32,PROD1167,Germany,7/31/2021,5/20/2022,2,cancelled,8/4/2025,77.12,3,31,Clothing,Chair,Home,Male,231.36
ORD5968,CUST1968,54,PROD1168,Pakistan,3/10/2021,6/12/2024,1,active,7/21/2021,72.21,6,29,Electronics,Lamp,Home,Female,433.26
ORD5969,CUST1969,36,PROD1169,India,6/20/2023,12/11/2024,1,cancelled,9/7/2023,196.33,3,22,Beauty,Camera,Electronics,Male,588.99
ORD5970,CUST1970,47,PROD1170,Germany,3/17/2022,3/19/2025,4,active,12/8/2023,3.79,6,47,Clothing,Moisturizer,Beauty,Male,22.740000000000002
ORD5971,CUST1971,29,PROD1171,India,4/18/2022,11/14/2024,5,active,10/29/2023,106.22,3,36,Electronics,Dining Table,Home,Female,318.65999999999997
ORD5972,CUST1972,62,PROD1172,India,1/5/2023,7/24/2025,2,cancelled,10/20/2024,180.75,3,37,Electronics,Nail Polish,Beauty,Female,542.25
ORD5973,CUST1973,61,PROD1173,Pakistan,9/25/2021,1/18/2025,3,active,9/10/2022,296.92,4,28,Electronics,Camera,Electronics,Female,1187.68
ORD5974,CUST1974,63,PROD1174,Canada,3/2/2022,1/23/2023,5,active,12/18/2024,29.5,8,14,Home,Jacket,Clothing,Male,236.0
ORD5975,CUST1975,53,PROD1175,India,5/6/2022,5/24/2025,2,active,1/8/2023,31.86,9,14,Beauty,Tablet,Electronics,Female,286.74
ORD5976,CUST1976,43,PROD1176,USA,6/12/2023,11/7/2023,0,active,6/23/2025,145.88,7,9,Clothing,Basketball,Sports,Female,1021.16
ORD5977,CUST1977,63,PROD1177,Canada,5/26/2021,12/3/2022,5,active,12/14/2023,296.35,4,8,Beauty,Camera,Electronics,Male,1185.4
ORD5978,CUST1978,61,PROD1178,Pakistan,12/14/2022,9/18/2023,0,active,6/21/2023,488.66,4,20,Home,Camera,Electronics,Male,1954.64
ORD5979,CUST1979,29,PROD1179,Canada,7/3/2022,6/25/2025,1,paused,11/28/2023,132.21,4,6,Beauty,Lipstick,Beauty,Female,528.84
ORD5980,CUST1980,64,PROD1180,Pakistan,4/18/2022,2/26/2025,3,paused,7/23/2022,213.5,7,39,Home,Jacket,Clothing,Female,1494.5
ORD5981,CUST1981,46,PROD1181,UK,6/27/2023,4/18/2025,3,cancelled,4/2/2024,160.9,7,41,Sports,Hoodie,Clothing,Male,1126.3
ORD5982,CUST1982,67,PROD1182,Pakistan,9/28/2020,9/11/2022,1,cancelled,9/28/2020,58.81,7,46,Clothing,Lipstick,Beauty,Male,411.67
ORD5983,CUST1983,37,PROD1183,UK,4/10/2022,5/15/2022,0,active,6/11/2022,211.84,6,30,Beauty,Camera,Electronics,Male,1271.04
ORD5984,CUST1984,25,PROD1184,India,3/14/2021,6/10/2022,1,active,6/18/2025,1982.82,1,7,Sports,Sneakers,Clothing,Male,1982.82
ORD5985,CUST1985,22,PROD1185,Pakistan,2/6/2023,3/7/2024,3,paused,4/24/2025,9.93,8,28,Beauty,Tennis Racket,Sports,Male,79.44
ORD5986,CUST1986,54,PROD1186,Germany,4/1/2021,2/4/2024,3,active,8/23/2024,7.25,8,29,Home,Jeans,Clothing,Male,58.0
ORD5987,CUST1987,18,PROD1187,UK,2/19/2023,4/24/2023,4,active,9/21/2024,21.48,9,17,Clothing,Bluetooth Speaker,Electronics,Female,193.32
ORD5988,CUST1988,44,PROD1188,Germany,1/8/2023,7/31/2023,4,active,4/2/2023,211.96,1,3,Home,Chair,Home,Male,211.96
ORD5989,CUST1989,62,PROD1189,India,12/25/2022,6/7/2024,0,active,8/16/2024,231.71,4,2,Electronics,Blender,Home,Female,926.84
ORD5990,CUST1990,42,PROD1190,UK,2/24/2022,10/29/2022,1,active,1/8/2024,186.02,6,11,Electronics,Conditioner,Beauty,Female,1116.1200000000001
ORD5991,CUST1991,53,PROD1191,Pakistan,2/11/2021,9/19/2024,1,paused,11/26/2022,437.26,1,8,Home,Smartphone,Electronics,Female,437.26
ORD5992,CUST1992,26,PROD1192,Pakistan,2/13/2022,2/15/2024,1,cancelled,8/16/2025,139.94,3,33,Home,Perfume,Beauty,Other,419.82
ORD5993,CUST1993,40,PROD1193,UK,12/20/2022,11/21/2023,2,active,2/6/2024,125.24,4,3,Sports,Smartphone,Electronics,Female,500.96
ORD5994,CUST1994,49,PROD1194,Pakistan,12/9/2020,3/22/2021,5,active,5/3/2025,404.7,1,19,Beauty,Refrigerator,Home,Female,404.7
ORD5995,CUST1995,32,PROD1195,Pakistan,9/13/2020,5/7/2023,5,active,6/26/2023,141.68,8,21,Home,Perfume,Beauty,Female,1133.44
ORD5996,CUST1996,39,PROD1196,Canada,11/20/2021,6/5/2025,1,active,4/4/2022,297.66,5,27,Sports,Cricket Bat,Sports,Male,1488.3000000000002
ORD5997,CUST1997,53,PROD1197,UK,10/13/2022,10/15/2023,2,active,7/12/2023,36.92,5,24,Sports,Football,Sports,Female,184.60000000000002
ORD5998,CUST1998,68,PROD1198,Canada,2/5/2023,5/2/2023,1,active,5/16/2023,11.28,2,32,Sports,Cycling Helmet,Sports,Female,22.56
ORD5999,CUST1999,63,PROD1199,Germany,11/3/2022,1/11/2023,4,cancelled,3/8/2025,62.25,3,40,Sports,Cricket Bat,Sports,Male,186.75
ORD6000,CUST2000,40,PROD1200,USA,3/30/2023,1/11/2025,2,paused,10/19/2023,317.92,4,48,Beauty,Foundation,Beauty,Male,1271.68
ORD6001,CUST2001,50,PROD1201,Canada,6/1/2023,10/5/2023,5,active,8/9/2023,273.87,6,22,Clothing,Face Wash,Beauty,Male,1643.22
ORD6002,CUST2002,55,PROD1202,Germany,9/1/2021,1/14/2024,5,cancelled,4/5/2024,408.29,2,37,Clothing,Laptop,Electronics,Male,816.58
ORD6003,CUST2003,66,PROD1203,UK,4/19/2021,1/5/2024,0,active,5/10/2025,168.28,7,48,Sports,Sofa,Home,Female,1177.96
ORD6004,CUST2004,55,PROD1204,UK,7/20/2021,8/2/2025,0,active,2/18/2023,365.91,3,34,Clothing,Yoga Mat,Sports,Male,1097.73
ORD6005,CUST2005,26,PROD1205,India,5/17/2022,2/7/2024,2,paused,1/5/2024,54.74,9,20,Electronics,Shirt,Clothing,Female,492.66
ORD6006,CUST2006,36,PROD1206,India,7/28/2021,9/5/2023,5,active,2/17/2022,343.61,5,5,Sports,Perfume,Beauty,Male,1718.0500000000002
ORD6007,CUST2007,36,PROD1207,Germany,5/29/2021,7/12/2023,3,paused,1/10/2022,144.61,8,16,Electronics,Perfume,Beauty,Male,1156.88
ORD6008,CUST2008,46,PROD1208,Pakistan,10/18/2021,12/19/2023,5,cancelled,3/27/2024,232.44,5,38,Sports,Cricket Bat,Sports,Male,1162.2
ORD6009,CUST2009,68,PROD1209,Germany,2/8/2021,11/29/2021,2,active,7/16/2021,379.58,3,20,Clothing,Bluetooth Speaker,Electronics,Female,1138.74
ORD6010,CUST2010,40,PROD1210,UK,2/1/2021,8/17/2023,1,active,2/25/2021,95.69,9,2,Sports,Refrigerator,Home,Other,861.21
ORD6011,CUST2011,57,PROD1211,UK,10/10/2021,11/30/2023,4,active,2/14/2025,349.76,5,21,Electronics,Running Shoes,Sports,Male,1748.8
ORD6012,CUST2012,60,PROD1212,Germany,3/17/2022,2/10/2025,2,active,3/30/2022,9.35,5,21,Electronics,Hoodie,Clothing,Female,46.75
ORD6013,CUST2013,55,PROD1213,India,4/3/2021,8/17/2022,2,paused,7/18/2021,869.42,1,7,Beauty,Skirt,Clothing,Male,869.42
ORD6014,CUST2014,50,PROD1214,Canada,7/14/2023,4/10/2024,0,active,3/20/2025,328.95,2,48,Sports,Smartwatch,Electronics,Male,657.9
ORD6015,CUST2015,40,PROD1215,Canada,11/14/2021,3/17/2024,3,cancelled,8/21/2022,204.01,4,12,Beauty,Yoga Mat,Sports,Female,816.04
ORD6016,CUST2016,27,PROD1216,Pakistan,11/4/2020,9/19/2023,1,paused,3/19/2021,246.98,3,16,Beauty,Lipstick,Beauty,Female,740.9399999999999
ORD6017,CUST2017,48,PROD1217,India,10/22/2022,10/30/2022,4,paused,12/9/2023,324.78,4,39,Home,T-Shirt,Clothing,Female,1299.12
ORD6018,CUST2018,39,PROD1218,UK,10/20/2022,2/9/2023,2,paused,10/1/2023,288.74,4,20,Sports,Lipstick,Beauty,Female,1154.96
ORD6019,CUST2019,67,PROD1219,UK,10/21/2021,11/8/2021,4,cancelled,4/27/2025,259.66,6,42,Electronics,Jacket,Clothing,Female,1557.96
ORD6020,CUST2020,36,PROD1220,USA,3/20/2022,3/25/2025,5,active,4/24/2024,93.98,8,49,Sports,Microwave,Home,Male,751.84
ORD6021,CUST2021,32,PROD1221,UK,1/3/2023,3/4/2025,2,active,8/2/2025,617.67,2,46,Beauty,Yoga Mat,Sports,Male,1235.34
ORD6022,CUST2022,32,PROD1222,Germany,7/31/2021,9/7/2023,4,active,5/15/2024,208.08,7,39,Clothing,Football,Sports,Male,1456.5600000000002
ORD6023,CUST2023,27,PROD1223,USA,8/28/2020,12/25/2021,2,cancelled,3/21/2024,352.3,4,18,Electronics,Refrigerator,Home,Female,1409.2
ORD6024,CUST2024,57,PROD1224,USA,6/21/2022,9/13/2022,1,active,2/1/2023,1129.55,1,4,Clothing,Yoga Mat,Sports,Female,1129.55
ORD6025,CUST2025,42,PROD1225,Canada,8/16/2021,3/18/2024,3,active,6/9/2024,578.42,1,41,Home,Running Shoes,Sports,Male,578.42
ORD6026,CUST2026,27,PROD1226,Canada,8/17/2022,3/15/2025,1,active,9/5/2023,179.48,4,37,Beauty,Smartphone,Electronics,Male,717.92
ORD6027,CUST2027,19,PROD1227,India,5/17/2023,4/5/2025,4,active,11/13/2024,157.13,7,5,Sports,Sofa,Home,Female,1099.9099999999999
ORD6028,CUST2028,24,PROD1228,USA,11/21/2022,7/24/2024,0,active,3/23/2023,21.02,6,2,Clothing,Dumbbells,Sports,Female,126.12
ORD6029,CUST2029,53,PROD1229,Canada,7/10/2023,3/27/2025,1,cancelled,12/23/2024,251.82,2,25,Beauty,Shampoo,Beauty,Female,503.64
ORD6030,CUST2030,54,PROD1230,India,10/21/2022,8/7/2024,4,paused,9/26/2023,158.76,6,25,Electronics,Hoodie,Clothing,Male,952.56
ORD6031,CUST2031,37,PROD1231,Germany,12/16/2020,2/2/2021,1,cancelled,5/5/2021,384.21,4,14,Sports,Gaming Console,Electronics,Female,1536.84
ORD6032,CUST2032,49,PROD1232,Germany,11/30/2020,7/16/2021,3,active,1/26/2023,456.94,1,20,Home,Sofa,Home,Female,456.94
ORD6033,CUST2033,68,PROD1233,Canada,2/22/2021,3/13/2024,2,cancelled,6/25/2022,60.37,8,7,Electronics,Blender,Home,Female,482.96
ORD6034,CUST2034,56,PROD1234,India,5/16/2022,9/25/2023,3,cancelled,11/20/2023,88.97,8,22,Clothing,Headphones,Electronics,Female,711.76
ORD6035,CUST2035,26,PROD1235,Pakistan,11/26/2022,1/19/2023,1,active,1/7/2025,110.67,7,36,Home,Tennis Racket,Sports,Female,774.69
ORD6036,CUST2036,32,PROD1236,UK,7/3/2021,2/3/2022,2,cancelled,2/18/2024,791.7,2,23,Beauty,Shampoo,Beauty,Male,1583.4
ORD6037,CUST2037,54,PROD1237,USA,1/5/2022,2/24/2025,2,paused,2/22/2025,811.8,2,29,Sports,Cycling Helmet,Sports,Female,1623.6
ORD6038,CUST2038,63,PROD1238,Canada,6/1/2022,4/3/2025,0,cancelled,1/14/2025,71.4,9,27,Electronics,Sneakers,Clothing,Female,642.6
ORD6039,CUST2039,19,PROD1239,Pakistan,5/12/2022,11/2/2023,0,paused,10/2/2022,164.17,6,41,Beauty,Smartwatch,Electronics,Male,985.02
ORD6040,CUST2040,61,PROD1240,India,3/19/2021,12/31/2023,2,active,4/19/2023,439.94,4,46,Clothing,Skirt,Clothing,Female,1759.76
ORD6041,CUST2041,22,PROD1241,USA,7/23/2021,10/16/2021,1,cancelled,3/21/2023,156.82,2,47,Home,Shirt,Clothing,Male,313.64
ORD6042,CUST2042,51,PROD1242,Pakistan,5/7/2021,7/16/2024,2,cancelled,1/25/2024,62.14,5,33,Home,Running Shoes,Sports,Male,310.7
ORD6043,CUST2043,53,PROD1243,UK,4/21/2022,2/27/2024,1,cancelled,11/3/2023,34.67,7,37,Sports,Jacket,Clothing,Male,242.69
ORD6044,CUST2044,52,PROD1244,USA,3/14/2023,8/3/2024,2,active,5/13/2024,1707.78,1,1,Electronics,Skirt,Clothing,Female,1707.78
ORD6045,CUST2045,39,PROD1245,India,9/25/2022,11/20/2023,2,active,4/24/2025,264.01,6,27,Sports,Moisturizer,Beauty,Male,1584.06
ORD6046,CUST2046,31,PROD1246,India,11/12/2021,3/16/2024,2,active,1/20/2024,87.51,5,13,Clothing,T-Shirt,Clothing,Female,437.55
ORD6047,CUST2047,22,PROD1247,USA,9/22/2021,7/25/2024,0,active,1/24/2024,243.13,5,35,Home,Conditioner,Beauty,Male,1215.65
ORD6048,CUST2048,61,PROD1248,Germany,1/17/2022,7/15/2024,1,cancelled,2/2/2022,880.36,2,27,Clothing,Bluetooth Speaker,Electronics,Female,1760.72
ORD6049,CUST2049,47,PROD1249,Canada,7/2/2021,12/23/2022,4,cancelled,1/2/2024,793.56,1,31,Sports,Lamp,Home,Female,793.56
ORD6050,CUST2050,29,PROD1250,Canada,7/26/2023,11/6/2024,1,paused,12/28/2023,100.04,9,11,Beauty,Lipstick,Beauty,Female,900.36
ORD6051,CUST2051,38,PROD1251,USA,12/8/2022,2/7/2025,0,active,1/16/2025,207.64,7,14,Beauty,Moisturizer,Beauty,Female,1453.48
ORD6052,CUST2052,56,PROD1252,Canada,10/3/2022,5/16/2025,3,cancelled,6/28/2024,96.98,8,38,Clothing,Laptop,Electronics,Female,775.84
ORD6053,CUST2053,23,PROD1253,Pakistan,2/24/2022,12/18/2024,3,paused,12/16/2022,149.0,4,1,Electronics,Conditioner,Beauty,Female,596.0
ORD6054,CUST2054,50,PROD1254,India,4/24/2023,4/22/2024,1,active,5/1/2025,451.57,2,21,Clothing,Laptop,Electronics,Female,903.14
ORD6055,CUST2055,38,PROD1255,Pakistan,7/20/2023,10/8/2023,0,paused,2/4/2025,292.96,4,36,Electronics,Smartphone,Electronics,Male,1171.84
ORD6056,CUST2056,40,PROD1256,India,7/25/2023,8/20/2024,2,active,6/16/2024,1825.62,1,9,Sports,Jeans,Clothing,Male,1825.62
ORD6057,CUST2057,50,PROD1257,UK,2/16/2021,1/7/2025,3,active,8/15/2024,152.66,6,28,Home,Skirt,Clothing,Male,915.96
ORD6058,CUST2058,61,PROD1258,UK,12/21/2021,2/24/2023,0,cancelled,2/12/2023,190.72,2,14,Clothing,Football,Sports,Male,381.44
ORD6059,CUST2059,22,PROD1259,UK,2/15/2022,11/5/2024,5,cancelled,12/1/2023,632.95,2,21,Sports,Cycling Helmet,Sports,Female,1265.9
ORD6060,CUST2060,49,PROD1260,Canada,3/16/2021,3/19/2025,3,active,11/26/2024,181.65,5,38,Home,Dumbbells,Sports,Male,908.25
ORD6061,CUST2061,47,PROD1261,Germany,11/8/2022,1/11/2023,3,active,12/9/2024,109.38,9,34,Clothing,Vacuum Cleaner,Home,Female,984.42
ORD6062,CUST2062,67,PROD1262,Germany,7/31/2021,1/12/2024,4,paused,9/8/2024,159.55,6,31,Home,Chair,Home,Male,957.3000000000001
ORD6063,CUST2063,20,PROD1263,Canada,1/24/2023,10/15/2024,5,cancelled,5/10/2024,688.6,1,21,Electronics,Face Wash,Beauty,Female,688.6
ORD6064,CUST2064,62,PROD1264,UK,11/26/2022,12/28/2023,3,cancelled,3/6/2025,232.71,7,37,Sports,Refrigerator,Home,Female,1628.97
ORD6065,CUST2065,26,PROD1265,UK,12/1/2020,3/20/2024,5,active,9/25/2022,266.97,3,31,Electronics,Smartphone,Electronics,Male,800.9100000000001
ORD6066,CUST2066,40,PROD1266,UK,6/1/2022,10/1/2022,0,active,4/7/2025,21.76,9,20,Home,T-Shirt,Clothing,Male,195.84
ORD6067,CUST2067,63,PROD1267,Pakistan,3/25/2022,7/7/2025,5,cancelled,10/12/2022,845.1,2,3,Home,Hoodie,Clothing,Female,1690.2
ORD6068,CUST2068,30,PROD1268,UK,9/3/2021,4/13/2025,2,active,4/18/2023,162.4,7,33,Clothing,Shampoo,Beauty,Female,1136.8
ORD6069,CUST2069,68,PROD1269,UK,2/23/2022,8/15/2024,3,cancelled,7/14/2025,168.82,9,45,Home,Bluetooth Speaker,Electronics,Male,1519.3799999999999
ORD6070,CUST2070,63,PROD1270,Pakistan,2/1/2021,11/24/2021,3,cancelled,2/14/2023,51.61,7,24,Sports,Foundation,Beauty,Male,361.27
ORD6071,CUST2071,36,PROD1271,Germany,9/10/2021,7/9/2024,4,active,10/29/2021,257.69,6,5,Clothing,Jacket,Clothing,Male,1546.1399999999999
ORD6072,CUST2072,53,PROD1272,UK,10/8/2020,5/6/2021,1,cancelled,9/6/2022,90.01,3,37,Home,Skirt,Clothing,Female,270.03000000000003
ORD6073,CUST2073,51,PROD1273,USA,4/7/2021,6/26/2023,4,paused,10/1/2021,8.45,8,42,Beauty,Lamp,Home,Male,67.6
ORD6074,CUST2074,59,PROD1274,USA,12/2/2021,3/19/2024,2,active,5/3/2022,135.26,8,36,Clothing,Skirt,Clothing,Female,1082.08
ORD6075,CUST2075,45,PROD1275,India,6/9/2023,8/12/2023,4,active,10/15/2024,435.92,3,38,Clothing,Dumbbells,Sports,Male,1307.76
ORD6076,CUST2076,64,PROD1276,India,12/18/2022,4/20/2025,3,active,1/11/2024,186.66,7,14,Beauty,Dumbbells,Sports,Male,1306.62
ORD6077,CUST2077,22,PROD1277,Germany,8/13/2022,4/21/2024,5,cancelled,10/30/2023,60.8,8,19,Home,Cycling Helmet,Sports,Male,486.4
ORD6078,CUST2078,41,PROD1278,Pakistan,5/17/2022,11/30/2022,1,active,10/19/2024,52.29,9,37,Clothing,Skirt,Clothing,Female,470.61
ORD6079,CUST2079,19,PROD1279,Pakistan,11/24/2020,2/12/2024,1,active,6/12/2023,325.42,5,17,Beauty,Football,Sports,Male,1627.1000000000001
ORD6080,CUST2080,50,PROD1280,Canada,5/27/2021,2/5/2022,2,cancelled,12/30/2024,204.08,9,20,Beauty,Nail Polish,Beauty,Female,1836.72
ORD6081,CUST2081,55,PROD1281,Canada,7/29/2021,8/18/2024,4,active,5/18/2023,236.78,6,5,Beauty,Vacuum Cleaner,Home,Male,1420.68
ORD6082,CUST2082,42,PROD1282,Canada,6/2/2022,8/16/2022,5,paused,11/5/2022,920.25,1,6,Electronics,Chair,Home,Female,920.25
ORD6083,CUST2083,54,PROD1283,India,2/21/2023,5/13/2025,1,paused,5/23/2023,248.76,5,9,Electronics,Lamp,Home,Male,1243.8
ORD6084,CUST2084,28,PROD1284,USA,2/22/2023,4/15/2023,0,active,5/2/2023,44.12,6,11,Clothing,Cricket Bat,Sports,Male,264.71999999999997
ORD6085,CUST2085,19,PROD1285,USA,7/21/2023,2/26/2025,1,paused,7/26/2024,1330.98,1,24,Electronics,Jacket,Clothing,Female,1330.98
ORD6086,CUST2086,49,PROD1286,USA,11/4/2021,3/16/2022,0,active,6/6/2024,65.75,7,25,Electronics,Sneakers,Clothing,Female,460.25
ORD6087,CUST2087,45,PROD1287,Germany,9/6/2021,8/13/2023,0,active,9/27/2023,573.06,3,31,Clothing,Tablet,Electronics,Female,1719.1799999999998
ORD6088,CUST2088,23,PROD1288,Pakistan,10/5/2022,11/7/2024,4,active,10/17/2024,384.45,5,23,Electronics,Lamp,Home,Male,1922.25
ORD6089,CUST2089,29,PROD1289,Canada,10/1/2020,9/6/2021,0,active,9/4/2021,61.45,9,42,Beauty,Face Wash,Beauty,Female,553.0500000000001
ORD6090,CUST2090,53,PROD1290,USA,11/26/2021,2/22/2023,2,active,5/2/2025,476.48,4,15,Sports,Gaming Console,Electronics,Male,1905.92
ORD6091,CUST2091,22,PROD1291,Germany,8/22/2022,2/18/2025,0,paused,8/11/2024,542.87,2,32,Beauty,Football,Sports,Female,1085.74
ORD6092,CUST2092,26,PROD1292,Pakistan,9/26/2021,11/26/2023,3,active,5/14/2022,491.48,4,26,Electronics,Foundation,Beauty,Female,1965.92
ORD6093,CUST2093,43,PROD1293,Germany,7/6/2023,4/2/2024,0,active,5/16/2024,309.37,3,31,Sports,Sneakers,Clothing,Female,928.11
